timestamp,symbol,mark_price,index_price,mark_premium_pct,funding_rate_pct,open_interest,trend_1m,trend_5m,trend_15m,orderbook_snapshot_imbalance,context_quality,context_confirm,warnings_json
2026-07-02T20:11:54.799236+00:00,ADAUSDT,0.16,0.16002867,-0.01791553975922465,0.01,476674771.0,flat,flat,up,0.09753977407048896,OK,INSUFFICIENT,[]
2026-07-02T20:11:55.568408+00:00,TRXUSDT,0.31729376,0.31777882,-0.1526407581222805,-0.063847,299062880.0,flat,flat,up,0.23826147648895146,OK,INSUFFICIENT,"[""elevated funding"", ""mark/index premium stretched""]"
2026-07-02T20:11:56.451790+00:00,LINKUSDT,7.734,7.7381418,-0.053524477930867016,0.00509,8758663.54,flat,flat,down,0.11193272501373171,OK,INSUFFICIENT,[]
2026-07-02T20:11:57.232277+00:00,AVAXUSDT,6.7336251,6.73947855,-0.08685315869133581,-0.00905,8350198.0,flat,down,down,0.12096711516816355,OK,INSUFFICIENT,[]
2026-07-02T20:11:58.014245+00:00,SUIUSDT,0.7362042,0.73656249,-0.048643530571314236,0.007121000000000001,100707728.2,flat,flat,flat,0.06150636038299174,OK,INSUFFICIENT,[]
2026-07-02T20:11:58.799555+00:00,BCHUSDT,219.58468155,219.85816748,-0.12439198103698876,-0.000357,316542.895,down,down,flat,0.0019069328269230982,OK,INSUFFICIENT,"[""mark/index premium stretched""]"
2026-07-02T20:11:59.659140+00:00,LTCUSDT,43.44,43.46735294,-0.06292754941336463,0.0050349999999999995,1105658.706,down,down,up,0.058488327659610366,OK,INSUFFICIENT,[]
2026-07-02T20:12:00.453101+00:00,HBARUSDT,0.07242874,0.07250118,-0.09991561516652979,-0.0040349999999999995,331049551.0,up,up,down,-0.0865115409390903,OK,INSUFFICIENT,[]
2026-07-02T20:12:01.239299+00:00,DOTUSDT,0.84347653,0.84408719,-0.07234560685608617,0.00328,31477407.8,flat,flat,flat,0.13517620810556708,OK,INSUFFICIENT,[]
2026-07-02T20:12:02.098828+00:00,NEARUSDT,1.93845243,1.93977297,-0.06807703893306837,-0.000537,43086764.0,flat,flat,flat,0.07268583100637825,OK,INSUFFICIENT,[]
2026-07-02T20:12:02.880718+00:00,UNIUSDT,3.21832844,3.2181756,0.004749274713292648,0.01,19672322.0,up,up,up,0.03286371776378443,OK,INSUFFICIENT,[]
2026-07-02T20:12:03.798079+00:00,AAVEUSDT,86.9,86.96945723,-0.0798639340893097,0.000501,616247.8,flat,down,flat,0.09456322276756339,OK,INSUFFICIENT,"[""REST/WS book imbalance drift high""]"
